"region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",34,"AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",41,"AVERAGE","SEPARATED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE",NA,63,NA,"DIVORCED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",50,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","EXTREMELY LIBERAL","MALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE",NA,43,NA,"MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",66,"ABOVE AVERAGE","MARRIED","GRADUATE",NA,"RETIRED","IND NEAR DEM","MODERATE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",24,"AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"MIDDLE ATLANTIC","$20000 - 24999","VERY HAPPY",89,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE",NA,31,NA,"MARRIED","GRADUATE","FAIR","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE",NA,44,NA,"MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","REFUSED","NOT TOO HAPPY",52,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",34,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","MALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",64,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","RETIRED","IND NEAR REP","MODERATE","MALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",73,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",39,"ABOVE AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",58,"ABOVE AVERAGE","MARRIED","GRADUATE","FAIR","RETIRED","IND NEAR REP","CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",41,"ABOVE AVERAGE","MARRIED","GRADUATE",NA,"KEEPING HOUSE","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",49,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC",NA,"VERY HAPPY",40,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","NOT STR DEMOCRAT","EXTREMELY LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",53,"FAR ABOVE AVERAGE","DIVORCED","BACHELOR",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",58,"AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","RETIRED","STRONG DEMOCRAT","MODERATE","MALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",71,"AVERAGE","MARRIED","GRADUATE",NA,"WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",80,"AVERAGE","WIDOWED","GRADUATE",NA,"RETIRED","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$20000 - 24999","VERY HAPPY",41,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE",NA,34,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2006
"MIDDLE ATLANTIC",NA,NA,41,NA,"WIDOWED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME",NA,"SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",49,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",51,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","TEMP NOT WORKING","INDEPENDENT","MODERATE","MALE",2006
"MIDDLE ATLANTIC","$20000 - 24999","PRETTY HAPPY",49,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL",NA,"WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",2006
"MIDDLE ATLANTIC","$20000 - 24999","VERY HAPPY",74,"AVERAGE","WIDOWED","BACHELOR","GOOD","RETIRED","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",49,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","OTHER PARTY","SLGHTLY CONSERVATIVE","MALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",39,"AVERAGE","MARRIED","BACHELOR","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"MIDDLE ATLANTIC","$25000 OR MORE",NA,53,NA,"WIDOWED","JUNIOR COLLEGE","GOOD","OTHER","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,18,NA,"NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","OTHER","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC","REFUSED",NA,58,NA,"MARRIED","BACHELOR","POOR","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"PACIFIC","$20000 - 24999","PRETTY HAPPY",65,"AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"PACIFIC","REFUSED",NA,79,NA,"DIVORCED","HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,57,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",32,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,81,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","IND NEAR DEM","MODERATE","FEMALE",2006
"PACIFIC","$15000 - 19999","PRETTY HAPPY",33,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",36,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,43,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME",NA,"MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,31,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,36,NA,"MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",41,"FAR BELOW AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"PACIFIC","$20000 - 24999","PRETTY HAPPY",25,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",2006
"PACIFIC","$10000 - 14999","NOT TOO HAPPY",66,"FAR BELOW AVERAGE","SEPARATED","HIGH SCHOOL","POOR","UNEMPL LAID OFF","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2006
"PACIFIC","REFUSED","VERY HAPPY",NA,"AVERAGE","MARRIED","BACHELOR","GOOD",NA,"OTHER PARTY","LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,32,NA,"MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",NA,"FAR ABOVE AVERAGE","DIVORCED","GRADUATE",NA,"WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,52,NA,"NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",43,"ABOVE AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",58,"ABOVE AVERAGE","MARRIED","GRADUATE",NA,"WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",76,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","RETIRED","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",40,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",67,"ABOVE AVERAGE","MARRIED","BACHELOR","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"PACIFIC","LT $1000","VERY HAPPY",25,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,29,NA,"MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",2006
"PACIFIC","$15000 - 19999","PRETTY HAPPY",31,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",19,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","OTHER PARTY","CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,50,NA,"WIDOWED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"PACIFIC","$20000 - 24999","PRETTY HAPPY",52,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"PACIFIC",NA,NA,89,NA,"WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,71,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"PACIFIC","$15000 - 19999","NOT TOO HAPPY",78,NA,"WIDOWED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",73,"AVERAGE","MARRIED","GRADUATE","GOOD","RETIRED","INDEPENDENT","MODERATE","MALE",2006
"PACIFIC","$15000 - 19999","VERY HAPPY",66,"FAR BELOW AVERAGE","WIDOWED","HIGH SCHOOL",NA,"RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2006
"PACIFIC","REFUSED","VERY HAPPY",42,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",51,"ABOVE AVERAGE","DIVORCED","BACHELOR","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",75,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"RETIRED","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",45,"AVERAGE","DIVORCED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",58,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE",NA,65,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",51,"ABOVE AVERAGE","MARRIED","GRADUATE",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",49,"AVERAGE","MARRIED","BACHELOR",NA,"WORKING PARTTIME","NOT STR REPUBLICAN","SLIGHTLY LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,55,NA,"DIVORCED","HIGH SCHOOL","POOR","KEEPING HOUSE","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",55,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",50,"ABOVE AVERAGE","DIVORCED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"PACIFIC","REFUSED",NA,31,NA,"NEVER MARRIED","BACHELOR","FAIR","WORKING FULLTIME","IND NEAR DEM","EXTREMELY LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",54,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP","SLIGHTLY LIBERAL","FEMALE",2006
"PACIFIC","REFUSED","VERY HAPPY",54,"ABOVE AVERAGE","MARRIED","GRADUATE",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",55,"ABOVE AVERAGE","DIVORCED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE",NA,64,NA,"MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",72,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"RETIRED","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,34,NA,"MARRIED","GRADUATE","GOOD","WORKING PARTTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",37,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",37,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,38,NA,"MARRIED","BACHELOR","POOR","SCHOOL","STRONG DEMOCRAT","EXTREMELY LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",58,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","RETIRED","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",52,"FAR BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,49,NA,"DIVORCED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","CONSERVATIVE","MALE",2006
"PACIFIC","$20000 - 24999","PRETTY HAPPY",36,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"PACIFIC",NA,"NOT TOO HAPPY",61,"BELOW AVERAGE","SEPARATED","LT HIGH SCHOOL",NA,"RETIRED","IND NEAR DEM","EXTREMELY LIBERAL","FEMALE",2006
"PACIFIC","REFUSED","VERY HAPPY",55,"AVERAGE","DIVORCED","LT HIGH SCHOOL","EXCELLENT","RETIRED","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"PACIFIC","$3000 TO 3999","NOT TOO HAPPY",44,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR REP","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC",NA,NA,22,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",33,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"PACIFIC","$15000 - 19999",NA,74,NA,"MARRIED","LT HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","MODERATE","MALE",2006
"PACIFIC","REFUSED",NA,48,NA,"SEPARATED","HIGH SCHOOL","POOR","OTHER","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",18,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","IND NEAR REP","LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",42,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,49,NA,"MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","INDEPENDENT",NA,"MALE",2006
"PACIFIC","REFUSED",NA,26,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE",NA,40,NA,"MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",41,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,41,NA,"MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","MALE",2006
"PACIFIC","$10000 - 14999",NA,23,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",66,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC","$10000 - 14999","PRETTY HAPPY",27,"AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"PACIFIC","$10000 - 14999","VERY HAPPY",22,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",33,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","IND NEAR REP","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,27,NA,"NEVER MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","IND NEAR DEM","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",46,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",2006
"PACIFIC","LT $1000","PRETTY HAPPY",25,"ABOVE AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","EXCELLENT","SCHOOL","INDEPENDENT","LIBERAL","FEMALE",2006
"PACIFIC","$10000 - 14999","VERY HAPPY",37,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"OTHER","STRONG DEMOCRAT","EXTRMLY CONSERVATIVE","FEMALE",2006
"PACIFIC","REFUSED","PRETTY HAPPY",40,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",30,"AVERAGE","MARRIED","JUNIOR COLLEGE","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",28,"AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",29,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",29,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","TEMP NOT WORKING","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2006
"PACIFIC","$6000 TO 6999",NA,75,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG DEMOCRAT","CONSERVATIVE","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",22,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",31,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"PACIFIC","$20000 - 24999","VERY HAPPY",77,"BELOW AVERAGE","DIVORCED","GRADUATE",NA,"RETIRED","INDEPENDENT","EXTREMELY LIBERAL","MALE",2006
"PACIFIC","$10000 - 14999","PRETTY HAPPY",39,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",2006
"PACIFIC","$10000 - 14999","VERY HAPPY",40,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","MALE",2006
"PACIFIC",NA,NA,67,NA,"DIVORCED","HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","MALE",2006
"PACIFIC","$8000 TO 9999","PRETTY HAPPY",66,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","UNEMPL LAID OFF","INDEPENDENT","MODERATE","MALE",2006
"PACIFIC","$25000 OR MORE",NA,54,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC",NA,"VERY HAPPY",33,"AVERAGE","MARRIED","GRADUATE","GOOD","KEEPING HOUSE","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,49,NA,"SEPARATED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","MALE",2006
"PACIFIC","$15000 - 19999",NA,53,NA,"NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","NOT STR REPUBLICAN","EXTREMELY LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE",NA,32,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2006
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",58,"AVERAGE","NEVER MARRIED","GRADUATE","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",31,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2006
"PACIFIC",NA,NA,62,NA,"MARRIED","JUNIOR COLLEGE","FAIR","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",43,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"PACIFIC","$25000 OR MORE","VERY HAPPY",55,"AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
